word,pos,meaning,level,source
straighten,v.,清理,5,CEEC-108
straightforward,adj.,"a. 筆直的, 率直的, 明確的, 簡單的, 直接的",5,CEEC-108
strain,n./v.,扭傷,5,CEEC-108
strait,n.,"n. 海峽, 困境；a. 困難的, 窘迫的, 狹窄的",6,CEEC-108
strand,n./v.,"n. (繩索的)股, 繩, 串, 海濱, 河岸；vi. 擱淺；vt. 使擱淺, 使落後, 使陷於困境, 弄斷, 搓",5,CEEC-108
strange,adj.,奇怪的,1,CEEC-108
stranger,n.,陌生人,2,CEEC-108
strangle,v.,"vt. 勒死, 扼死, 壓制, 使窒息, 抑制；vi. 被扼死, 被絞死, 窒息而死",6,CEEC-108
strap,n./v.,"n. 帶, 皮帶；vt. (用皮帶)綑紮",5,CEEC-108
strategic,adj.,戰略(性)的,5,CEEC-108
strategy,n.,策略,3,CEEC-108
straw,n.,稻草；麥桿,3,CEEC-108
strawberry,n.,草莓,2,CEEC-108
stray,adj./n./v.,"n. 走失的家畜, 浪子；a. 迷途的, 偶然的；vi. 迷路, 彷徨, 流浪",6,CEEC-108
stream,n./v.,小河,2,CEEC-108
street,n.,街道,1,CEEC-108
strength,n.,力氣,3,CEEC-108
strengthen,v.,加強,4,CEEC-108
stress,n./v.,壓力,2,CEEC-108
stretch,n./v.,伸展,2,CEEC-108
strict,adj.,嚴格的,2,CEEC-108
stride,n./v.,邁大步走,6,CEEC-108
strike,n./v.,罷工；猛然攻擊,2,CEEC-108
striking,adj.,"a. 醒目的, 驚人的, 打擊的, 罷工的；[法] 罷工的, 罷市的, 罷課的",5,CEEC-108
string,n.,細繩,1,CEEC-108
strip,n./v.,"n. 長條, 條狀, 帶, 脫衣舞；vt. 脫衣, 被剝去, 剝奪, 拆卸；vi. 脫衣服",3,CEEC-108
stripe,n.,"n. 斑紋, 條紋；[醫] 紋, 條紋",4,CEEC-108
strive,v.,奮鬥,4,CEEC-108
stroke,n./v.,一擊,4,CEEC-108
stroll,n./v.,"n. 閒逛, 漫步；v. 閒逛, 漫步",6,CEEC-108
strong,adj.,強壯的,1,CEEC-108
structural,adj.,結構上的,5,CEEC-108
structure,n.,結構,3,CEEC-108
struggle,n./v.,掙扎；努力,2,CEEC-108
stubborn,adj.,固執的,3,CEEC-108
student,n.,學生,1,CEEC-108
studio,n.,工作室,3,CEEC-108
study,n./v.,學業,1,CEEC-108
stuff,n./v.,材料,3,CEEC-108
stumble,n./v.,"n. 絆倒, 蹣跚而行, 失足；vt. 使絆倒, 使困惑；vi. 絆倒, 失足, 失策, 犯錯, 蹣跚, 躊躇",5,CEEC-108
stun,v.,"vt. 使昏迷, 使震驚, 打昏；n. 昏迷, 猛擊",6,CEEC-108
stupid,adj.,愚蠢的,1,CEEC-108
sturdy,adj.,強健的,5,CEEC-108
stutter,n./v.,"n. 口吃, 結結巴巴；v. 結結巴巴地說",6,CEEC-108
style,n./v.,風格,2,CEEC-108
stylish,adj.,"a. 現代風格的, 流行的, 瀟灑的",6,CEEC-108
subject,n.,主題,1,CEEC-108
subjective,adj./n.,主觀的,6,CEEC-108
submarine,adj./n.,潛水艇,4,CEEC-108
submit,v.,提交,5,CEEC-108
subordinate,adj./n./v.,"n. 屬下, 附屬物；a. 下級的, 次要的, 附屬的；vt. 使居下位, 使服從",6,CEEC-108
subscribe,v.,訂購,6,CEEC-108
subscription,n.,"n. 捐獻, 訂金, 訂閱, 籤署, 同意；[化] 訂購",6,CEEC-108
subsequent,adj.,"a. 後來的, 接下去的；[經] 後來的",5,CEEC-108
subsidize,v.,"vt. 補助, 資助, 賄賂；[經] 資助, 津貼, 給...補助金",6,CEEC-108
subsidy,n.,補貼,5,CEEC-108
substance,n.,物質,3,CEEC-108
substantial,adj.,"n. 重要材料(或事物), 有實際價值的東西；a. 實質上的, 物質的, 有內容的, 結實的",5,CEEC-108
substitute,n./v.,"n. 代理, 代理人, 代用品, 代替者, 代替物；vt. 代替；vi. 替代, 取代, 代用；a. 代替的, 代用的, 代用品的；[計] 置換; 替代",5,CEEC-108
subtle,adj.,"a. 敏銳的, 精細的, 狡猾的, 稀薄的, 靈巧的, 微妙的；[醫] 銳敏的; 精細的",5,CEEC-108
subtract,v.,減掉,3,CEEC-108
suburb,n.,郊區,3,CEEC-108
suburban,adj.,"a. 郊外的, 郊區的, (貶)偏狹的, 土氣的, 見識不廣的；n. 郊區居民",5,CEEC-108
subway,n.,"n. 地鐵, 地道；vi. 乘地鐵",2,CEEC-108
succeed,v.,達成,2,CEEC-108
success,n.,成功,2,CEEC-108
successful,adj.,成功的,1,CEEC-108
succession,n.,"n. 連續, 繼承權, 繼位, 演替, 地層次序；[法] 繼承, 繼承權, 繼位",6,CEEC-108
successive,adj.,連續的,6,CEEC-108
successor,n.,"n. 繼承者, 接任者；[計] 後繼",5,CEEC-108
such,adj./pron.,如此的,2,CEEC-108
suck,n./v.,吸；吮,3,CEEC-108
sudden,adj./n.,突然的,2,CEEC-108
sue,v.,"vt. 控告, 起訴, 請求；vi. 提出訴訟, 提出請求",4,CEEC-108
suffer,v.,遭受,3,CEEC-108
sufficient,adj.,充足的,3,CEEC-108
suffocate,v.,(使)窒息而死,6,CEEC-108
sugar,n.,糖,1,CEEC-108
suggest,v.,建議,2,CEEC-108
suggestion,n.,提議,4,CEEC-108
suicide,n.,自殺,3,CEEC-108
suit,n./v.,一套衣服,2,CEEC-108
suitable,adj.,合適的,2,CEEC-108
suitcase,n.,手提箱,6,CEEC-108
suite,n.,"n. 隨員, 套房, (一)組, (一)套, 組曲, 繼之而來的事；[電] 程式組",5,CEEC-108
sum,n./v.,總數,3,CEEC-108
summarize,v.,概述；總結,4,CEEC-108
summary,n.,摘要,3,CEEC-108
summit,n.,山頂,3,CEEC-108
summon,v.,召喚,6,CEEC-108
sun,n./v.,太陽；曬太陽,1,CEEC-108
sunny,adj.,陽光充足的,1,CEEC-108
super,adj./adv.,極好的,2,CEEC-108
superb,adj.,極好的,5,CEEC-108
superficial,adj.,表面(皮)的,6,CEEC-108
superintendent,n.,監護人；警長,6,CEEC-108
superior,adj./n.,上等的,3,CEEC-108
superiority,n.,優越,6,CEEC-108
supermarket,n.,超級市場,1,CEEC-108
superstition,n.,迷信,5,CEEC-108
superstitious,adj.,迷信的,6,CEEC-108
supervise,v.,監督,5,CEEC-108
supervision,n.,"n. 監督, 管理；[經] 監督, 管理",5,CEEC-108
supervisor,n.,監督人,5,CEEC-108
supper,n.,晚餐,2,CEEC-108
supplement,n./v.,補充,6,CEEC-108
supply,n./v.,供應,2,CEEC-108
support,n./v.,支持,2,CEEC-108
suppose,v.,猜想,2,CEEC-108
supposedly,adv.,據推測,5,CEEC-108
suppress,n./v.,鎮壓,6,CEEC-108
supreme,adj.,"n. 至高, 霸權；a. 至高的, 終極的, 極端的, 最大的",5,CEEC-108
sure,adj./adv.,確信的,1,CEEC-108
surf,v.,"n. 海浪, 拍岸浪；vi. 作衝浪運動",2,CEEC-108
surface,n./v.,表面,2,CEEC-108
surge,n./v.,洶湧向前,6,CEEC-108
surgeon,n.,外科醫師,4,CEEC-108
surgery,n.,外科(手術),4,CEEC-108
surgical,adj.,"a. 外科的, 外科醫生的, 手術上的；n. 外科病例, 外科病房, 外科手術",6,CEEC-108
surname,n.,姓,6,CEEC-108
surpass,v.,"vt. 超越, 凌駕, 勝過",6,CEEC-108
surplus,adj./n.,"n. 剩餘, 過剩, 盈餘；a. 過剩的, 剩餘的",5,CEEC-108
surprise,n./v.,驚訝；使驚奇,1,CEEC-108
surprised,adj.,感到驚奇的,1,CEEC-108
surrender,n./v.,投降,4,CEEC-108
surround,v.,圍繞,3,CEEC-108
surroundings,n.,環境,4,CEEC-108
surveillance,n.,"n. 監視, 監督；[電] 偵測",5,CEEC-108
survey,n./v.,調查；審視,3,CEEC-108
survival,n.,殘存,2,CEEC-108
survive,v.,悻存,2,CEEC-108
survivor,n.,生還者,3,CEEC-108
suspect,adj./n./v.,"n. 被懷疑者, 嫌疑犯；a. 令人懷疑的, 不可信的, 可疑的；v. 懷疑, 猜想",3,CEEC-108
suspend,v.,"vt. 懸, 吊, 使懸浮, 暫停, 中止, 推遲；vi. 暫停, 中止, 懸浮, 停止償付債務；[計] 暫停",5,CEEC-108
suspense,n.,"n. 懸疑, 焦慮, 懸念, 懸而不決；[經] 未定, 暫記",6,CEEC-108
suspension,n.,中止,6,CEEC-108
suspicion,n.,懷疑,3,CEEC-108
suspicious,adj.,猜疑的,4,CEEC-108
sustain,v.,"vt. 承受, 支持, 供養, 繼續, 忍受, 蒙受, 證實, 準許；[電] 持續",5,CEEC-108
sustainable,adj.,"a. 足可支撐的, 養得起的, 可以忍受的",5,CEEC-108
swallow,n./v.,燕子,2,CEEC-108
swamp,n./v.,"n. 沼澤, 進退兩難的困境；vt. 淹沒, 擊潰, 清除, 使陷於沼澤；vi. 陷於沼澤, 淹沒",6,CEEC-108
swan,n.,天鵝,3,CEEC-108
swap,n./v.,"n. 以貨易貨；v. 交換, 替換, 交易；[計] 交換",5,CEEC-108
swarm,n./v.,"n. 群, 大群, 蜂群, 分蜂群；vi. 分群, 群集, 聚集一塊, 雲集, 攀；vt. 擠滿, 爬, 攀",6,CEEC-108
sway,n./v.,(使)搖動,4,CEEC-108
swear,v.,發誓,3,CEEC-108
sweat,n./v.,汗水；出汗,3,CEEC-108
sweater,n.,毛線衫,2,CEEC-108
sweep,v.,清掃；打掃,2,CEEC-108
sweet,adj.,甜的,1,CEEC-108
swell,n./v.,"n. 增大, 隆起的部分, 巨浪, 腫脹；a. 優秀的, 一流的；vi. 增大, 膨脹, 腫脹, 增強, 驕傲；vt. 使膨脹, 使增大, 使上漲, 使驕傲",3,CEEC-108
swift,adj.,迅速的,3,CEEC-108
swim,n./v.,遊泳,2,CEEC-108
swimsuit,n.,n. 遊泳衣,2,CEEC-108
swing,n./v.,鞦韆；搖擺,2,CEEC-108
switch,n./v.,開關；轉變,2,CEEC-108
sword,n.,劍,3,CEEC-108
syllable,n.,音節,4,CEEC-108
symbol,n.,象徵,2,CEEC-108
symbolic,adj.,"a. 象徵的, 符號的；[電] 符號化",5,CEEC-108
symbolize,v.,"vt. 符號化, 用符號表現；vi. 採用象徵, 使用符號",6,CEEC-108
symmetry,n.,對稱(性),6,CEEC-108
sympathetic,adj.,有同情心的,4,CEEC-108
sympathize,v.,同情,6,CEEC-108
sympathy,n.,同情心,4,CEEC-108
symphony,n.,交響樂,6,CEEC-108
symptom,n.,"n. 症狀, 徵候, 徵兆；[醫] 症狀",5,CEEC-108
syndrome,n.,"n. 併發症狀, 症候群, 同時存在的事物；[計] 校驗子; 並發位",5,CEEC-108
synonym,n.,同義詞,6,CEEC-108
synthetic,adj./n.,"n. 合成物質；a. 綜合(性)的, 人造的, 合成的",6,CEEC-108
syrup,n.,"n. 糖漿, 果汁；[化] 糖漿劑",6,CEEC-108
system,n.,系統,2,CEEC-108
systematic,adj.,有系統的,4,CEEC-108
T-shirt,n.,"n. 圓領汗衫, T恤",1,CEEC-108
table,n.,桌子,1,CEEC-108
tablet,n.,藥片,3,CEEC-108
tackle,v.,處理,5,CEEC-108
tactic,n.,"n. 一項戰術, 一條策略；a. 戰術的, 順序的, 排列的",5,CEEC-108
tag,n./v.,標籤,3,CEEC-108
tail,n.,尾巴,1,CEEC-108
tailor,n.,裁縫師,3,CEEC-108
take,v.,拿(走),1,CEEC-108
tale,n.,故事,2,CEEC-108
talent,n.,天賦,3,CEEC-108
talk,n./v.,"n. 談話, 交談, 會談, 講話, 演講, 空談, 謠言, 方言, 語言；vi. 講話, 演講, 說話, 談話, 交流, 閒聊, 說閒話；vt. 講, 說, 討論, 談論；[計] 對話類, 聊天",1,CEEC-108
talkative,adj.,健談的,3,CEEC-108
tall,adj.,高的,1,CEEC-108
tame,adj./v.,馴∣服的,3,CEEC-108
tan,adj./n./v.,(使)曬黑,6,CEEC-108
tangerine,n.,n橘子,3,CEEC-108
tangle,n./v.,"n. 纏結, 糾結的一團, 困惑, 糾紛, 混亂；vt. 使纏結, 纏住；vi. 纏結, 亂作一團",5,CEEC-108
tank,n.,大容器,3,CEEC-108
tap,n./v.,塞子；輕敲,3,CEEC-108
tape,n.,錄音帶,1,CEEC-108
target,n./v.,靶子；對·瞄準,2,CEEC-108
task,n./v.,任務,2,CEEC-108
taste,n./v.,味覺；品嚐,1,CEEC-108
tasty,adj.,美味的,3,CEEC-108
tax,n./v.,稅；對…微稅,2,CEEC-108
taxi,n.,計程車,1,CEEC-108
taxicab,n.,n. 計程車,1,CEEC-108
tea,n.,茶,1,CEEC-108
teach,v.,教導,1,CEEC-108
teacher,n.,教師,1,CEEC-108
team,n./v.,隊,1,CEEC-108
teapot,n.,n. 茶壺,2,CEEC-108
tear,n./v.,(2)、撕破,2,CEEC-108
tease,v.,"n. 揶揄, 戲弄, 逗惹；vt. 戲弄, 取笑, 強求, 梳理, 使起毛",3,CEEC-108
technical,adj.,技術性的,3,CEEC-108
technician,n.,技術人員,4,CEEC-108
technique,n.,技術,3,CEEC-108
technological,adj.,工業技術的；科技的,4,CEEC-108
technology,n.,工業技術；(一門)科技,2,CEEC-108
tedious,adj.,"a. 沉悶的, 冗長乏味的",6,CEEC-108
teenage,adj.,a. 十三歲到十九歲的,3,CEEC-108
teenager,n.,青少年,1,CEEC-108
teens,n.,n. 十三歲到十九歲,2,CEEC-108
telecommunications,n.,"n. 電信, 通訊, 電信學；[電] 電通信",6,CEEC-108
telegraph,n./v.,電報,4,CEEC-108
telephone,n./v.,電話,1,CEEC-108
telescope,n.,望遠鏡,4,CEEC-108
television,n.,電視機,1,CEEC-108
tell,v.,告訴,1,CEEC-108
teller,n.,講故事者；銀行出納員,6,CEEC-108
temper,n.,脾氣,3,CEEC-108
temperature,n.,溫度,2,CEEC-108
temple,n.,廟宇,1,CEEC-108
tempo,n.,"n. 速度, 節奏, 進行速度, (棋的)一著",6,CEEC-108
temporary,adj.,暫時的,3,CEEC-108
tempt,v.,慫恿,5,CEEC-108
temptation,n.,誘惑,5,CEEC-108
tenant,n./v.,房客,6,CEEC-108
tend,v.,有…的傾向,3,CEEC-108
tendency,n.,癖好,4,CEEC-108
tender,adj.,嫩的,3,CEEC-108
tennis,n.,網球(運動),1,CEEC-108
tense,adj./v.,緊張的,4,CEEC-108
tension,n.,緊張,4,CEEC-108
tent,n.,n帳篷,3,CEEC-108
tentative,adj.,試驗性的,6,CEEC-108
term,n./v.,"n. 術語, 專有名詞, 期限, 學期, 任期, 條件, 價錢, 關係, 地位, 項, 界石；vt. 稱, 呼；[計] 檢索詞; 項",2,CEEC-108
terminal,adj./n.,終點；總站,5,CEEC-108
terrace,n./v.,陽臺,6,CEEC-108
terrible,adj.,可怕的,1,CEEC-108
terrific,adj.,極好的；嚇人的,3,CEEC-108
terrify,v.,使驚恐,5,CEEC-108
territory,n.,領土,3,CEEC-108
terror,n.,"n. 恐怖, 可怕的人；[醫] 驚嚇, 驚悸",4,CEEC-108
terrorism,n.,"n. 恐怖主義, 恐怖統治, 恐怖狀態；[法] 脅迫, 暴政, 恐怖政治",2,CEEC-108
terrorist,adj.,"n. 恐怖分子；[法] 恐怖份子, 恐怖主義",2,CEEC-108
test,n./v.,小考；考驗,1,CEEC-108
testify,v.,作證,5,CEEC-108
text,n.,本文,2,CEEC-108
textbook,n.,教科書,2,CEEC-108
textile,adj./n.,"n. 紡織品, 紡織業；a. 織的, 紡織的",6,CEEC-108
texture,n./v.,"n. (織物的)密度, (材料等的)結構, 紋理；[化] 紋理",5,CEEC-108
than,conj./prep.,比；比較,1,CEEC-108
thank,n./v.,感謝,1,CEEC-108
thankful,adj.,感謝的,3,CEEC-108
that,adj./adv./conj./pron.,"a. 那, 那個；conj. 以致, 因為；pron. 那；adv. 那麼, 那樣",1,CEEC-108
the,art.,art. 那,1,CEEC-108
theater,n.,戲院,1,CEEC-108
theft,n.,偷竊,5,CEEC-108
their,pron.,pron. 他們的,1,CEEC-108
theirs,pron.,pron. 他們的,1,CEEC-108
them,pron.,"pron. 他們, 她們, 它們",1,CEEC-108
theme,n.,主題,4,CEEC-108
themselves,pron.,"pron. 他們自己, 她們自己, 它們自己",1,CEEC-108
then,adj./adv.,那時,1,CEEC-108
theology,n.,n. 神學,5,CEEC-108
theoretical,adj.,理論(上)的,5,CEEC-108
theory,n.,理論,3,CEEC-108
therapist,n.,治療專家,5,CEEC-108
therapy,n.,"n. 治療；[醫] 療法, 治療",5,CEEC-108
there,adv./n.,n/adv.那裡,1,CEEC-108
thereafter,adv.,"adv. 其後, 從那時以後",6,CEEC-108
thereby,adv.,adv. 因此,5,CEEC-108
therefore,adv.,因此,2,CEEC-108
thermometer,n.,"n. 溫度計, 體溫計；[化] 溫度計",6,CEEC-108
these,adj./pron.,這些,1,CEEC-108
thesis,n.,論文,5,CEEC-108
they,pron.,"pron. 他們, 它們",1,CEEC-108
thick,adj.,厚的,1,CEEC-108
thief,n.,小偷,2,CEEC-108
thigh,n.,大腿,5,CEEC-108
thin,adj.,薄的,1,CEEC-108
thing,n.,束西,1,CEEC-108
think,v.,想,1,CEEC-108
third,adj./adv./n.,第三,1,CEEC-108
thirst,n.,口渴,3,CEEC-108
thirsty,adj.,口渴的,2,CEEC-108
this,adj./adv./pron.,"pron. 這, 本；a. 這, 本；adv. 這麼",1,CEEC-108
thorough,adj.,徹底的,4,CEEC-108
those,adj./pron.,那些,1,CEEC-108
though,adv./conj.,然而；雖然,1,CEEC-108
thought,n.,思想,2,CEEC-108
thoughtful,adj.,體貼的；沉思的,4,CEEC-108
thousand,adj./n.,一千,1,CEEC-108
thread,n./v.,線；穿線於,3,CEEC-108
threat,n.,威脅,3,CEEC-108
threaten,v.,恐嚇,3,CEEC-108
threshold,n.,門檻；開端,5,CEEC-108
thrill,n./v.,使激動；興奮,5,CEEC-108
thriller,n.,"n. 使人激動的東西, 使人毛骨悚然的東西, 使人毛骨悚然的小說",5,CEEC-108
thrive,v.,興旺,5,CEEC-108
throat,n.,喉嚨,1,CEEC-108
throne,n.,"n. 王座, 君主",5,CEEC-108
through,adv./prep.,通過,1,CEEC-108
throughout,adv./prep.,遍及,2,CEEC-108
throw,n./v.,投；扔,1,CEEC-108
thrust,n./v.,"n. 插, 戳, 刺, 猛推, 口頭攻擊, 推力；vt. 插入, 猛推, 刺, 戳, 強加, 延伸；vi. 插, 刺, 戳, 延伸, (用力)推",5,CEEC-108
thumb,n./v.,拇指,3,CEEC-108
thunder,n./v.,雷聲；打雷,2,CEEC-108
thus,adv.,這樣,2,CEEC-108
tick,n./v.,"n. 滴答聲, 一瞬間, 壁蝨, 褥套, 信用, 賒欠；vi. 滴答響, 活動；vt. 滴答地記錄, 標記號於",5,CEEC-108
ticket,n.,票,1,CEEC-108
tickle,n./v.,"n. 胳肢, 癢；vt. 胳肢, 使發癢, 使快樂, 逗樂；vi. 覺得癢, 使人癢",4,CEEC-108
tide,n.,潮汐,3,CEEC-108
tidy,adj./v.,整潔的,1,CEEC-108
tie,n./v.,領帶,1,CEEC-108
tiger,n.,老虎,1,CEEC-108
tight,adj./adv.,緊的；緊緊地,3,CEEC-108
tighten,v.,(使)繃緊,3,CEEC-108
tile,n./v.,"n. 磚瓦, 瓷磚, 瓦片；vt. 鋪以瓦, 鋪以瓷磚；[計] 平鋪",5,CEEC-108
till,conj./prep.,直到,2,CEEC-108
tilt,n./v.,"n. 傾斜, 傾向, 船篷, 車篷；vt. 使傾斜, 使傾側, 用帆布篷遮蓋；vi. 傾斜, 翹起, 衝, 評擊；[計] 傾斜",6,CEEC-108
timber,n.,木材,3,CEEC-108
time,n./v.,時間,1,CEEC-108
timetable,n.,n. 時間表,4,CEEC-108
timid,adj.,膽小的,4,CEEC-108
tin,n./v.,"n. 錫, 馬口鐵, 罐頭；vt. 在...鍍錫於；a. 錫制的；[計] tin閱讀程式",5,CEEC-108
tiny,adj.,非常小的,2,CEEC-108
tip,n./v.,小費,1,CEEC-108
tiptoe,n./v.,"n. 腳尖；vi. 用腳尖走；adv. 踮著腳；a. 踮著腳走的, 偷偷摸摸的",6,CEEC-108
tire,n./v.,輪胎,2,CEEC-108
tired,adj.,疲倦的,1,CEEC-108
tiresome,adj.,令人厭煩的,6,CEEC-108
tissue,n.,組織,2,CEEC-108
title,n./v.,標題,2,CEEC-108
to,prep.,"prep. 到, 向, 趨於；adv. 向前",1,CEEC-108
toast,n./v.,吐司；烤；烘,2,CEEC-108
tobacco,n.,菸草,3,CEEC-108
today,adv./n.,今天,1,CEEC-108
toe,n.,腳趾,1,CEEC-108
tofu,n.,豆腐,2,CEEC-108
together,adv.,一起,1,CEEC-108
toilet,n.,洗手間；廁所,1,CEEC-108
token,n.,記號,6,CEEC-108
tolerable,adj.,"a. 可容忍的, 可以的",4,CEEC-108
tolerance,n.,"n. 寬容, 忍受, 容忍, 容許量, 公差；[計] 允許誤差",4,CEEC-108
tolerant,adj.,"a. 寬容的, 容忍的, (對冷、熱)能耐的；[醫] 能耐受的",4,CEEC-108
tolerate,v.,容忍,4,CEEC-108
toll,n./v.,通行費,5,CEEC-108
tomato,n.,蕃茄,1,CEEC-108
tomb,n.,墳,4,CEEC-108
tomorrow,adv./n.,明天,1,CEEC-108
ton,n.,噸,3,CEEC-108
tone,n.,音調,2,CEEC-108
tongue,n.,舌(頭),2,CEEC-108
tonight,adv./n.,今晚,1,CEEC-108
too,adv.,"adv. 也, 非常, 太",1,CEEC-108
tool,n.,工具,1,CEEC-108
tooth,n.,牙齒,1,CEEC-108
toothache,n.,n. 牙痛；[醫] 牙痛,2,CEEC-108
toothbrush,n.,牙刷,2,CEEC-108
top,adj./n./v.,頂端的；頂部,1,CEEC-108
topic,n.,題目,1,CEEC-108
torch,n./v.,"n. 火把, 啟發之物；[化] 火炬",5,CEEC-108
torment,n./v.,"n. 使人痛苦的東西, 折磨者, 苦痛；vt. 使苦惱, 糾纏, 歪曲, 拷問",5,CEEC-108
tornado,n.,"n. 旋風, 龍捲風, 大雷雨",6,CEEC-108
torrent,n.,"n. 奔流, 傾盆大雨, 傾注, 迸發",6,CEEC-108
tortoise,n.,(陸)龜,4,CEEC-108
torture,n./v.,拷打；折磨,4,CEEC-108
toss,n./v.,扔；擲,3,CEEC-108
total,adj./n./v.,完全的；總數,1,CEEC-108
touch,n./v.,觸覺；觸摸,1,CEEC-108
tough,adj.,堅韌的,3,CEEC-108
tour,n./v.,旅遊,2,CEEC-108
tourism,n.,觀光業,3,CEEC-108
tourist,n.,觀光客,3,CEEC-108
tournament,n.,錦標賽,5,CEEC-108
tow,n./v.,拖,3,CEEC-108
toward,prep.,"prep. 向, 對於, 為了；a. 即將來臨的, 進行中的",2,CEEC-108
towards,prep.,"prep. 向, 對於, 為了",2,CEEC-108
towel,n./v.,毛巾,1,CEEC-108
tower,n.,塔樓；屹立,3,CEEC-108
town,n.,城鎮,1,CEEC-108
toxic,adj.,有毒的,5,CEEC-108
toy,n.,玩具；玩弄,1,CEEC-108
trace,n./v.,蹤跡；追溯,3,CEEC-108
track,n./v.,軌道；追蹤,2,CEEC-108
trade,n./v.,貿易,2,CEEC-108
trademark,n.,n. 商標；[法] 商標,6,CEEC-108
trader,n.,"n. 商人, 商船；[經] 交易者, 商船",3,CEEC-108
tradition,n.,傳統,2,CEEC-108
traditional,adj.,傳統的,2,CEEC-108
traffic,n./v.,交通,1,CEEC-108
tragedy,n.,悲劇,4,CEEC-108
tragic,adj.,悲慘的,4,CEEC-108
trail,n./v.,"n. 蹤跡, 痕跡, 一串, 尾部, 小徑, 持槍姿勢；vt. 拖, 尾隨, 追蹤, 落後於, 開出路；vi. 拖曳, 垂下, 落後, 飄出, 蔓生",3,CEEC-108
train,n./v.,火車,1,CEEC-108
trait,n.,"n. 特徵, 特性, 一筆, 少許",5,CEEC-108
traitor,n.,"n. 叛逆者, 叛國者；[法] 叛徒, 叛逆, 背信者",5,CEEC-108
transaction,n.,"n. 交易, 辦理, 學報, 和解協議；[計] 事務處理",5,CEEC-108
transcript,n.,"n. 抄本, 副本, 成績單；[法] 法院文本, 官方記錄, 記錄的副本",6,CEEC-108
transfer,n./v.,調動,4,CEEC-108
transform,v.,"vt. 使轉換, 改變, 改造, 使...變形；vi. 改變, 轉化, 變換；[計] 變換",4,CEEC-108
transformation,n.,轉變,5,CEEC-108
transit,n./v.,運輸,5,CEEC-108
transition,n.,過渡(期),5,CEEC-108
translate,v.,翻譯,4,CEEC-108
translation,n.,翻譯,4,CEEC-108
translator,n.,翻譯者,4,CEEC-108
transmission,n.,傳播,5,CEEC-108
transmit,v.,傳播,6,CEEC-108
transparent,adj.,"a. 透明的, 顯然的, 清晰的；[計] 透明",5,CEEC-108
transplant,n./v.,移植,6,CEEC-108
transport,n./v.,運輸(系統),3,CEEC-108
transportation,n.,"n. 運輸, 輸送, 交通車輛；[經] 運轉, 運輸, 運輸費",4,CEEC-108
trap,n./v.,"n. 圈套, 陷阱, 詭計, 存水彎；vi. 設圈套, 設陷阱；vt. 誘捕, 誘騙, 抓住, 使受限制；[計] 俘獲; 陷井",2,CEEC-108
trash,n./v.,"n. 垃圾, 廢物；vt. 丟棄",2,CEEC-108
trauma,n.,精神創傷；外傷,5,CEEC-108
travel,n./v.,旅行,2,CEEC-108
traveler,n.,旅行者,3,CEEC-108
tray,n.,盤子,3,CEEC-108
treasure,n./v.,金銀財寶；珍惜,2,CEEC-108
treasury,n.,"n. 國庫, 寶庫, 財政部, 國庫券；[經] 庫存, 國庫, 金庫",6,CEEC-108
treat,v.,請客；對待,1,CEEC-108
treatment,n.,"n. 治療, 待遇, 處理；[醫] 療法, 治療; 處理",1,CEEC-108
treaty,n.,"n. 條約, 談判；[經] 協議, 協定, 協商",5,CEEC-108
tree,n.,樹,1,CEEC-108
trek,n./v.,"vi. 牛拉貨車, 艱苦跋涉；n. 牛車旅行, 艱苦跋涉",6,CEEC-108
tremble,n./v.,發抖,4,CEEC-108
tremendous,adj.,極大的,4,CEEC-108
trend,n.,趨勢,3,CEEC-108
trial,n.,審判,2,CEEC-108
triangle,n.,三角形,2,CEEC-108
tribal,adj.,"a. 部落的, 宗族的",4,CEEC-108
tribe,n.,部落,3,CEEC-108
tribute,n.,"n. 貢物, 禮物, 頌辭",5,CEEC-108
trick,n./v.,詭計；欺騙,2,CEEC-108
tricky,adj.,狡猾的,3,CEEC-108
trifle,n./v.,"n. 瑣事, 少量；vt. 浪費；vi. 開玩笑, 翻弄, 虛度光陰",6,CEEC-108
trigger,n./v.,扳機；引發,5,CEEC-108
trillion,n.,n. 大量；[經] 兆,6,CEEC-108
trim,adj./n./v.,修剪,5,CEEC-108
trip,n./v.,旅行,1,CEEC-108
triple,adj./n./v.,"n. 三倍數, 三個一組；a. 三倍的；vt. 使增至三倍；vi. 增至三倍",5,CEEC-108
triumph,n./v.,勝利；戰勝,4,CEEC-108
trivial,adj.,瑣碎的,5,CEEC-108
troop,n.,部隊,3,CEEC-108
trophy,n.,獎品,5,CEEC-108
tropic,adj./n.,n. 回歸線,6,CEEC-108
tropical,adj.,熱帶的,3,CEEC-108
trouble,n./v.,憂慮,1,CEEC-108
troublesome,adj.,令人討厭的,4,CEEC-108
trout,n.,n. 鮭魚,6,CEEC-108
truck,n.,卡車；用卡車裝運,1,CEEC-108
true,adj./adv./v.,真實的,2,CEEC-108
trumpet,n.,喇叭；鼓吹,3,CEEC-108
trunk,n.,樹幹,3,CEEC-108
trust,n./v.,信任,2,CEEC-108
trustee,n.,"n. 受託人, 理事；[計] 委託者",6,CEEC-108
truth,n.,事實,2,CEEC-108
truthful,adj.,"a. 說真話的, 誠實的, 真實的, 如實的；[法] 真實的, 說實話的, 誠實的",3,CEEC-108
try,n./v.,嘗試,1,CEEC-108
tub,n.,n浴缸；盆,3,CEEC-108
